StudentID,CourseID,Progress,State
359,9,10,Telangana
360,29,10,Tripura
360,47,90,Bihar
360,42,90,Uttar Pradesh
360,25,100,Tripura
361,36,30,Mizoram
361,37,60,Pradesh
362,45,50,Nagaland
363,20,100,Himachal Pradesh
363,6,50,Sikkim
364,31,50,Odisha
365,31,10,Pradesh
365,46,60,Uttarakhand
365,35,100,Mizoram
365,32,90,Chhattisgarh
366,43,40,Uttarakhand
367,35,10,West Bengal.
367,19,30,Goa
367,37,100,Karnataka
367,20,50,Nagaland
368,9,10,Madhya Pradesh
368,6,100,Punjab
369,47,80,West Bengal.
369,48,100,Chhattisgarh
369,13,0,Rajasthan
369,13,30,Himachal Pradesh
369,36,80,Andhra Pradesh
370,12,10,Haryana
370,3,40,Chhattisgarh
370,11,50,Kerala
370,38,30,Uttarakhand
371,14,70,Andhra Pradesh
371,34,20,Pradesh
371,38,80,Karnataka
372,26,40,West Bengal.
372,9,50,Haryana
373,24,100,Bihar
373,13,0,Meghalaya
373,32,90,Kerala
373,12,50,Chhattisgarh
373,12,0,Pradesh
374,42,40,Haryana
374,36,50,Chhattisgarh
375,22,60,Assam
375,8,40,Odisha
375,35,10,Uttarakhand
375,3,100,Madhya Pradesh
376,1,60,Chhattisgarh
376,24,30,Nagaland
376,43,20,Kerala
377,21,100,Assam
377,20,10,Bihar
377,41,80,Nagaland
377,46,20,Jharkhand
378,32,30,Rajasthan
378,38,100,Telangana
378,25,80,West Bengal.
378,1,10,Odisha
378,30,20,Maharashtra
379,17,50,Jharkhand
380,21,50,Pradesh
380,10,30,Gujarat
380,49,70,Uttar Pradesh
380,18,10,Meghalaya
381,46,100,Goa
381,39,40,West Bengal.
381,27,60,Assam
382,43,50,Punjab
382,25,70,Arunachal Pradesh
383,35,20,Telangana
383,21,40,Jharkhand
383,15,40,Uttar Pradesh
384,44,70,Goa
384,41,0,Telangana
384,29,50,West Bengal.
385,33,30,Chhattisgarh
385,8,100,Assam
385,49,60,Uttar Pradesh
385,4,50,Uttarakhand
385,36,90,Sikkim
386,13,100,Chhattisgarh
386,23,70,Mizoram
386,7,70,Andhra Pradesh
386,35,10,Sikkim
387,31,30,Tripura
387,31,70,Mizoram
388,16,40,West Bengal.
388,4,80,Arunachal Pradesh
388,12,50,Himachal Pradesh
389,33,50,Goa
389,1,0,Assam
389,16,70,Goa
389,28,70,Meghalaya
389,42,70,Sikkim
390,50,90,Goa
390,1,50,Odisha
390,47,70,Uttar Pradesh
390,38,60,Odisha
390,7,80,Chhattisgarh
391,35,100,Meghalaya
391,40,10,Assam
391,23,60,Nagaland
392,46,70,Punjab
392,35,80,Goa
393,43,60,Goa
394,10,20,Pradesh
394,11,30,Uttar Pradesh
394,29,60,Himachal Pradesh
394,29,100,Himachal Pradesh
395,4,0,Rajasthan
396,3,70,Andhra Pradesh
396,23,60,Manipur
396,7,30,Madhya Pradesh
396,18,60,Nagaland
396,33,70,Arunachal Pradesh
397,31,50,Gujarat
398,42,100,Kerala
398,4,0,Odisha
398,31,20,Assam
398,46,20,Andhra Pradesh
398,7,30,Mizoram
399,13,20,Tamil Nadu
400,49,0,Uttar Pradesh
400,24,90,Bihar
400,34,80,Punjab
400,3,30,Tamil Nadu
401,5,20,Punjab
401,42,50,Maharashtra
402,49,30,Arunachal Pradesh
402,14,40,Uttar Pradesh
402,29,60,Telangana
403,5,30,West Bengal.
403,26,50,Uttarakhand
403,34,0,Sikkim
404,8,40,Karnataka
404,37,10,Kerala
404,14,70,Gujarat
404,43,30,Andhra Pradesh
404,37,10,Pradesh
405,23,50,Rajasthan
406,45,40,Goa
406,45,0,Mizoram
406,12,0,Meghalaya
406,47,90,Uttar Pradesh
407,39,40,Sikkim
407,43,70,Meghalaya
407,34,70,Jharkhand
407,30,70,Goa
407,48,50,Telangana
408,46,20,Tripura
408,10,80,Goa
408,24,80,Maharashtra
408,5,60,Himachal Pradesh
408,45,20,Assam
409,17,60,Himachal Pradesh
410,17,0,Uttarakhand
410,24,10,Goa
410,35,0,Jharkhand
410,25,100,Madhya Pradesh
411,17,30,Odisha
411,38,10,Tripura
411,45,70,Bihar
412,28,30,Telangana
412,35,20,Arunachal Pradesh
412,43,30,Meghalaya
412,6,70,Pradesh
412,47,20,Sikkim
413,22,100,Pradesh
413,8,90,Maharashtra
413,33,60,West Bengal.
413,39,80,Pradesh
413,3,0,Madhya Pradesh
414,22,10,Maharashtra
414,47,10,Goa
415,36,90,Karnataka
415,9,100,Telangana
415,27,60,Telangana
415,37,70,Gujarat
416,6,10,Kerala
416,37,40,Sikkim
416,20,10,Assam
417,37,90,Meghalaya
417,20,80,Meghalaya
417,24,70,Uttar Pradesh
418,14,80,Tripura
418,12,70,Chhattisgarh
419,15,10,Uttar Pradesh
419,18,20,Jharkhand
419,32,80,Kerala
420,24,100,Gujarat
421,14,80,West Bengal.
421,28,80,Pradesh
422,31,60,Uttar Pradesh
422,14,40,Andhra Pradesh
422,40,70,Tripura
422,9,50,Tamil Nadu
422,34,50,Odisha
423,4,30,Nagaland
423,37,100,Tamil Nadu
423,1,100,Telangana
423,29,10,Tamil Nadu
424,49,80,West Bengal.
425,21,0,West Bengal.
425,41,30,Meghalaya
425,31,70,Jharkhand
426,2,10,Arunachal Pradesh
427,30,80,Mizoram
427,8,80,Nagaland
428,42,20,Madhya Pradesh
428,39,20,Tripura
429,30,10,Arunachal Pradesh
430,3,80,Goa
430,19,20,Meghalaya
430,4,40,Assam
431,34,40,Telangana
431,33,30,Uttarakhand
432,49,90,Goa
432,45,20,Chhattisgarh
432,45,10,Gujarat
432,13,30,Uttarakhand
432,10,10,Andhra Pradesh
433,34,40,Maharashtra
433,26,100,Arunachal Pradesh
434,5,0,Tamil Nadu
434,17,40,Madhya Pradesh
434,29,80,Gujarat
434,3,100,Meghalaya
434,22,40,Uttarakhand
435,41,50,Andhra Pradesh
435,9,80,Uttarakhand
435,48,10,Uttarakhand
435,4,20,Tamil Nadu
436,46,60,Himachal Pradesh
436,29,40,Tamil Nadu
436,8,70,Sikkim
436,17,20,Pradesh
436,41,0,Kerala
437,18,80,Uttarakhand
437,33,60,Mizoram
437,37,100,Andhra Pradesh
437,33,30,Mizoram
437,19,70,Kerala
438,29,40,Tamil Nadu
438,41,50,Gujarat
438,4,60,Rajasthan
438,33,90,Punjab
439,40,40,Meghalaya
439,23,0,Punjab
439,18,20,Kerala
439,32,0,Andhra Pradesh
439,46,20,Uttar Pradesh
440,21,10,Manipur
440,18,20,Arunachal Pradesh
441,17,10,West Bengal.
441,44,50,Pradesh
441,37,80,Kerala
442,27,40,Arunachal Pradesh
442,3,60,Goa
442,15,30,Uttarakhand
443,47,60,Tamil Nadu
443,33,70,Himachal Pradesh
444,48,60,Madhya Pradesh
444,10,50,Assam
445,12,50,Uttar Pradesh
445,46,10,Jharkhand
445,7,80,Pradesh
446,8,70,Goa
446,8,50,Manipur
447,10,90,West Bengal.
448,4,10,Nagaland
449,50,50,Uttar Pradesh
450,45,100,Punjab
450,7,90,Bihar
450,27,40,Sikkim
450,13,10,Odisha
450,3,40,West Bengal.
451,7,20,Odisha
451,42,100,Pradesh
451,12,100,Andhra Pradesh
451,36,70,Andhra Pradesh
452,34,0,Kerala
452,15,20,Nagaland
453,26,90,Uttar Pradesh
453,12,60,Uttarakhand
454,23,10,Bihar
454,3,60,Sikkim
454,37,30,Arunachal Pradesh
454,18,10,Uttarakhand
455,35,0,Pradesh
455,29,20,Telangana
455,43,50,Meghalaya
455,30,100,Arunachal Pradesh
456,16,40,Meghalaya
456,3,100,Meghalaya
456,25,40,Uttarakhand
456,6,10,Himachal Pradesh
457,4,30,Rajasthan
457,2,80,Rajasthan
457,45,50,Assam
457,15,70,Rajasthan
457,15,70,West Bengal.
458,11,20,Assam
459,41,90,Gujarat
459,12,30,Bihar
460,2,70,Karnataka
461,28,30,Haryana
461,4,30,West Bengal.
461,37,10,Punjab
461,18,50,Haryana
461,36,70,Uttarakhand
462,24,10,Gujarat
462,37,90,Manipur
462,19,40,West Bengal.
462,44,70,Punjab
462,33,50,Pradesh
463,45,90,Telangana
463,27,40,Pradesh
463,12,70,Bihar
463,34,40,Uttar Pradesh
464,46,0,Odisha
465,6,70,Meghalaya
465,39,20,West Bengal.
465,43,20,Jharkhand
465,24,20,Uttarakhand
466,45,0,Mizoram
466,34,30,Tamil Nadu
466,18,20,Arunachal Pradesh
467,43,90,Pradesh
467,4,10,Karnataka
467,13,100,Maharashtra
468,24,10,Nagaland
469,36,70,Nagaland
469,45,60,Jharkhand
469,21,90,Haryana
469,33,100,Nagaland
470,12,100,Haryana
470,11,20,Mizoram
471,12,60,Chhattisgarh
472,38,70,Manipur
472,47,30,Rajasthan
473,3,60,Madhya Pradesh
474,22,20,Odisha
474,5,90,Pradesh
474,28,70,Nagaland
474,47,10,Goa
474,39,100,Tripura
475,48,90,Assam
475,3,30,Sikkim
475,5,10,Telangana
476,20,90,Chhattisgarh
477,30,70,Arunachal Pradesh
477,41,20,Telangana
478,39,100,Gujarat
478,27,0,Manipur
478,1,90,Uttarakhand
478,43,30,Tripura
479,44,70,Tripura
479,15,20,Meghalaya
479,43,70,Rajasthan
479,47,90,Bihar
479,23,60,Andhra Pradesh
480,29,20,Bihar
481,35,70,Chhattisgarh
482,16,80,Bihar
482,26,90,Kerala
482,19,90,Chhattisgarh
482,16,10,Sikkim
483,28,60,Maharashtra
484,37,50,Tripura
485,9,10,Kerala
486,7,0,Pradesh
486,27,50,Tamil Nadu
486,38,20,Goa
486,10,10,Meghalaya
486,37,10,Chhattisgarh
487,44,80,Uttarakhand
487,44,80,Kerala
487,29,70,Madhya Pradesh
488,44,90,Haryana
489,24,0,Madhya Pradesh
489,9,80,Bihar
489,13,60,Madhya Pradesh
490,2,40,Punjab
491,6,90,Meghalaya
491,20,10,Nagaland
492,22,10,Rajasthan
492,13,40,Himachal Pradesh
492,48,50,Uttarakhand
493,21,80,Kerala
493,41,100,Haryana
493,23,30,Gujarat
494,24,10,Kerala
494,9,0,Goa
494,26,90,Gujarat
494,18,80,Nagaland
494,6,60,Bihar
495,19,90,Odisha
495,20,0,Meghalaya
496,6,50,Uttar Pradesh
496,37,50,Rajasthan
496,35,40,Tripura
496,11,10,Gujarat
496,10,30,Tamil Nadu
497,37,30,Andhra Pradesh
497,37,70,Chhattisgarh
497,41,30,Tripura
497,26,90,Rajasthan
498,25,30,Kerala
499,29,60,Chhattisgarh
499,3,0,Nagaland
500,22,70,West Bengal.
500,11,100,Chhattisgarh
501,19,60,Pradesh
501,38,70,West Bengal.
501,25,70,Manipur
501,26,100,Kerala
502,3,30,Chhattisgarh
503,23,60,Jharkhand
503,30,50,Gujarat
503,41,80,Odisha
503,29,0,Uttar Pradesh
504,24,100,Nagaland
504,35,70,Haryana
504,23,10,Odisha
505,47,0,Himachal Pradesh
505,4,40,Rajasthan
505,21,30,Sikkim
505,15,20,West Bengal.
505,13,50,Himachal Pradesh
506,34,80,Chhattisgarh
506,46,0,Jharkhand
506,31,50,Manipur
506,9,70,Nagaland
506,10,90,Assam
507,41,0,Himachal Pradesh
508,27,60,Maharashtra
508,28,10,Jharkhand
508,50,100,Pradesh
509,23,40,Mizoram
509,35,100,Tripura
509,24,20,Goa
510,5,40,Karnataka
510,44,70,Odisha
510,5,100,Gujarat
511,24,40,Madhya Pradesh
512,32,80,Goa
512,6,80,Punjab
513,34,70,Jharkhand
513,6,50,Assam
513,3,80,Meghalaya
514,4,90,Goa
514,46,50,Jharkhand
514,49,40,Jharkhand
514,9,30,Andhra Pradesh
514,47,10,Arunachal Pradesh
515,29,90,Rajasthan
515,14,60,Mizoram
515,25,60,Rajasthan
515,11,20,Pradesh
516,7,10,Tripura
516,11,50,Uttarakhand
517,22,0,Bihar
517,2,10,Jharkhand
517,11,60,Haryana
517,36,100,Manipur
518,26,20,Arunachal Pradesh
519,48,0,Assam
519,12,90,Punjab
519,14,90,Chhattisgarh
519,18,10,Manipur
519,48,50,Jharkhand
520,26,80,Haryana
520,39,100,Arunachal Pradesh
521,6,90,Assam
521,11,80,Kerala
521,21,20,Mizoram
521,9,10,Goa
522,22,80,Himachal Pradesh
523,4,20,Meghalaya
523,48,30,Pradesh
523,46,80,Arunachal Pradesh
523,29,40,Arunachal Pradesh
523,17,0,Jharkhand
524,48,0,Maharashtra
525,12,30,Sikkim
525,26,80,Pradesh
525,46,70,Andhra Pradesh
525,15,20,Telangana
525,50,60,Himachal Pradesh
526,40,0,Uttarakhand
526,34,60,Kerala
526,20,60,Odisha
526,50,80,Pradesh
526,40,90,Gujarat
527,17,70,Bihar
527,2,10,Himachal Pradesh
527,19,10,Uttarakhand
527,38,60,Andhra Pradesh
528,5,40,Rajasthan
528,6,40,West Bengal.
528,46,20,Manipur
528,46,20,Andhra Pradesh
528,35,50,Karnataka
529,4,70,Mizoram
529,5,70,Gujarat
529,45,30,Manipur
529,20,80,Uttarakhand
530,19,60,Kerala
531,25,50,Assam
531,22,60,Assam
531,25,70,Gujarat
531,45,40,Sikkim
531,33,90,Manipur
532,12,80,Sikkim
533,38,0,Manipur
533,37,70,Haryana
534,37,20,Odisha
534,48,10,Assam
535,44,40,Meghalaya
536,41,30,Maharashtra
536,1,20,Himachal Pradesh
536,18,50,Manipur
537,29,20,Gujarat
537,29,40,Himachal Pradesh
537,22,50,Nagaland
538,9,40,West Bengal.
538,29,40,Chhattisgarh
538,15,40,Nagaland
538,8,70,Goa
538,44,70,Punjab
539,34,90,Tripura
539,15,100,Pradesh
539,32,100,Haryana
540,11,30,Andhra Pradesh
540,33,0,Karnataka
541,43,20,Tamil Nadu
542,23,70,Himachal Pradesh
542,40,0,Uttar Pradesh
542,7,10,West Bengal.
542,49,90,Meghalaya
542,28,40,Gujarat
543,3,0,Goa
543,8,70,Karnataka
544,35,90,Punjab
544,32,20,Nagaland
544,22,100,Madhya Pradesh
545,27,10,Himachal Pradesh
545,13,90,Nagaland
545,14,0,Arunachal Pradesh
546,18,100,Himachal Pradesh
547,39,30,Assam
547,10,60,West Bengal.
547,28,20,West Bengal.
547,18,0,Goa
548,16,0,Sikkim
548,22,30,Manipur
548,49,10,Maharashtra
548,45,100,Andhra Pradesh
549,12,60,Maharashtra
550,1,20,Meghalaya
550,8,0,Pradesh
550,1,50,West Bengal.
550,49,40,Punjab
550,34,10,Tamil Nadu
551,8,0,Maharashtra
551,36,40,Tripura
551,47,10,Chhattisgarh
551,5,100,Meghalaya
551,48,10,Jharkhand
552,36,90,Punjab
553,8,100,Chhattisgarh
553,18,40,Assam
554,17,90,Chhattisgarh
554,20,10,Haryana
555,20,70,Maharashtra
556,10,70,Himachal Pradesh
556,49,10,Uttar Pradesh
556,10,90,Odisha
557,43,20,Himachal Pradesh
557,40,50,Rajasthan
557,11,30,Jharkhand
558,15,10,Telangana
558,37,50,Haryana
558,17,0,West Bengal.
558,37,30,Pradesh
559,38,20,Kerala
559,46,80,Uttar Pradesh
560,26,0,Odisha
560,29,10,Haryana
561,6,10,Telangana
561,42,80,Uttar Pradesh
561,12,100,Odisha
561,22,70,Telangana
561,27,90,Tripura
562,21,80,Rajasthan
562,17,50,Telangana
562,44,50,Himachal Pradesh
562,28,30,Odisha
562,2,70,Mizoram
563,25,30,West Bengal.
563,41,60,Uttarakhand
563,18,20,Gujarat
564,27,30,Tripura
564,22,60,Jharkhand
564,48,50,Andhra Pradesh
565,5,90,Telangana
565,12,50,Haryana
566,1,90,Uttarakhand
566,13,80,Rajasthan
566,2,10,Tamil Nadu
566,33,100,Bihar
566,47,70,Uttar Pradesh
567,21,0,Tripura
567,38,60,Rajasthan
568,29,10,Gujarat
568,13,40,Goa
568,41,40,Jharkhand
569,10,100,Manipur
569,37,50,Himachal Pradesh
569,20,0,West Bengal.
570,43,30,Bihar
570,25,70,Haryana
570,31,50,Manipur
570,35,70,Maharashtra
570,39,40,Tripura
571,47,100,Odisha
571,29,60,Assam
572,24,50,Gujarat
572,49,20,Maharashtra
572,35,10,Madhya Pradesh
573,36,40,Rajasthan
573,24,80,West Bengal.
574,17,10,Gujarat
574,35,100,Chhattisgarh
574,43,60,Manipur
574,41,90,Punjab
575,4,70,Arunachal Pradesh
575,48,10,Tripura
575,11,30,Tripura
575,23,10,West Bengal.
575,8,60,Arunachal Pradesh
576,38,0,Tripura
576,35,70,Rajasthan
576,28,40,Goa
576,1,80,Punjab
576,25,70,Haryana
577,36,40,Pradesh
577,6,60,Tamil Nadu
577,46,90,Haryana
578,29,60,Goa
578,6,70,Haryana
578,6,90,Uttarakhand
578,18,80,Uttar Pradesh
579,46,40,Bihar
579,21,10,Mizoram
579,19,100,Uttar Pradesh
579,45,90,Karnataka
580,14,30,Karnataka
580,50,30,Tamil Nadu
580,35,60,Arunachal Pradesh
580,39,40,Sikkim
581,14,90,Bihar
581,44,50,Odisha
581,26,20,Madhya Pradesh
581,43,100,Goa
581,1,0,Tamil Nadu
582,9,10,Sikkim
582,12,70,Haryana
582,38,90,Madhya Pradesh
583,46,100,Rajasthan
583,35,0,Madhya Pradesh
583,24,70,Madhya Pradesh
583,16,70,Rajasthan
584,11,50,Arunachal Pradesh
584,46,70,West Bengal.
585,42,60,Andhra Pradesh
585,41,30,Telangana
585,22,30,Mizoram
585,15,60,Andhra Pradesh
586,49,100,Kerala
586,13,10,Andhra Pradesh
586,10,60,Rajasthan
587,49,10,Jharkhand
587,30,70,Odisha
587,33,50,Mizoram
588,27,80,Telangana
588,14,50,Madhya Pradesh
589,8,10,Bihar
590,13,70,Maharashtra
590,28,60,Tripura
591,26,70,Pradesh
591,31,20,Tamil Nadu
591,22,90,Meghalaya
592,2,80,Sikkim
592,19,0,Karnataka
592,6,100,Sikkim
592,24,30,Arunachal Pradesh
593,45,80,Maharashtra
594,25,80,Bihar
594,32,90,Meghalaya
594,34,40,Uttar Pradesh
595,3,60,Rajasthan
596,39,10,Punjab
597,2,50,Gujarat
597,11,60,Uttar Pradesh
597,34,40,Assam
598,20,10,Himachal Pradesh
599,48,40,Madhya Pradesh
599,10,40,Sikkim
599,38,70,Jharkhand
599,9,40,Arunachal Pradesh
599,10,10,Gujarat
600,50,20,Uttar Pradesh
600,11,90,Andhra Pradesh
601,39,90,Maharashtra
601,27,30,Telangana
601,36,20,Haryana
602,8,50,Assam
603,24,90,Goa
603,17,100,Himachal Pradesh
603,45,70,Mizoram
603,35,50,Meghalaya
604,1,30,Meghalaya
604,42,40,Karnataka
604,15,80,West Bengal.
604,7,40,Haryana
605,28,50,Assam
605,27,40,Himachal Pradesh
605,43,70,Jharkhand
605,42,40,Jharkhand
606,31,90,Odisha
606,14,100,Meghalaya
606,49,10,Bihar
607,15,80,Haryana
607,10,50,Punjab
608,45,90,Punjab
608,14,90,West Bengal.
608,21,90,Sikkim
609,26,70,Madhya Pradesh
609,6,20,Rajasthan
609,43,50,Arunachal Pradesh
610,8,30,Gujarat
610,19,80,Goa
610,23,70,Himachal Pradesh
611,37,20,Meghalaya
611,40,70,Maharashtra
611,34,90,Sikkim
611,33,30,Gujarat
611,14,10,Meghalaya
612,11,0,Haryana
612,13,70,Tripura
613,17,40,Assam
613,41,80,Telangana
613,4,30,Punjab
613,26,30,Sikkim
613,24,80,Kerala
614,21,50,Nagaland
614,37,100,Odisha
614,38,40,Karnataka
614,2,20,Uttar Pradesh
614,26,70,Tamil Nadu
615,26,90,Assam
616,31,70,Andhra Pradesh
616,21,100,Himachal Pradesh
616,35,50,Odisha
616,25,30,Meghalaya
617,16,90,Jharkhand
617,36,10,Tamil Nadu
617,30,10,Manipur
617,42,80,Tamil Nadu
617,34,60,Karnataka
618,48,90,Andhra Pradesh
618,40,0,Pradesh
618,20,10,Jharkhand
619,50,40,Telangana
619,49,90,Pradesh
619,29,10,Rajasthan
619,26,40,Uttarakhand
619,18,60,Chhattisgarh
620,25,70,Nagaland
621,45,60,Jharkhand
622,23,0,Pradesh
622,16,40,West Bengal.
623,32,20,West Bengal.
623,14,70,Uttar Pradesh
623,50,70,Chhattisgarh
623,27,20,Arunachal Pradesh
623,37,40,Andhra Pradesh
624,50,10,Kerala
625,10,30,Andhra Pradesh
625,46,30,Gujarat
625,49,60,Uttar Pradesh
625,2,80,Mizoram
625,19,40,Mizoram
626,42,50,Goa
626,5,90,Maharashtra
626,10,20,Uttar Pradesh
627,14,40,Madhya Pradesh
627,21,60,Tamil Nadu
627,9,20,Assam
628,21,40,Haryana
629,15,90,West Bengal.
629,49,60,Telangana
630,29,10,Goa
630,27,30,Telangana
630,21,80,Punjab
630,30,40,Himachal Pradesh
630,37,90,Goa
631,25,50,Haryana
631,8,60,Assam
632,16,60,Nagaland
632,50,40,Telangana
632,14,0,Kerala
633,2,0,Odisha
633,23,60,Haryana
633,5,90,Jharkhand
633,37,40,Tripura
634,15,60,Sikkim
634,25,50,Odisha
634,14,30,Tripura
634,18,0,Gujarat
635,19,10,Punjab
636,11,20,Bihar
636,50,20,Uttarakhand
636,24,70,Assam
636,10,100,Kerala
636,12,20,Haryana
637,31,10,Karnataka
638,40,60,Madhya Pradesh
639,23,40,Haryana
640,49,10,Tamil Nadu
640,50,100,Jharkhand
641,2,90,Odisha
641,49,0,Himachal Pradesh
641,15,40,Gujarat
641,13,100,Pradesh
641,47,40,Jharkhand
642,17,60,Karnataka
642,2,20,Andhra Pradesh
643,17,60,Madhya Pradesh
643,39,60,West Bengal.
643,40,70,Assam
643,36,0,Madhya Pradesh
643,3,10,Nagaland
644,18,20,Bihar
645,38,60,Chhattisgarh
645,13,30,Haryana
645,31,90,Pradesh
646,33,50,Meghalaya
646,41,20,Bihar
646,39,70,Jharkhand
646,22,0,Madhya Pradesh
646,9,20,Telangana
647,2,70,Gujarat
647,15,10,Assam
647,11,70,Uttarakhand
647,34,20,Jharkhand
648,25,0,Tamil Nadu
648,14,100,Uttar Pradesh
648,16,10,Bihar
649,31,30,Uttar Pradesh
649,14,40,Tripura
649,40,40,Bihar
649,33,90,Andhra Pradesh
649,49,10,Mizoram
650,7,60,Tripura
650,15,20,Arunachal Pradesh
650,41,50,Gujarat
651,49,0,Uttarakhand
651,34,10,Nagaland
651,18,10,Meghalaya
652,10,90,Gujarat
652,41,30,Odisha
652,34,0,West Bengal.
652,9,80,Telangana
652,18,40,Telangana
653,42,60,Meghalaya
654,31,90,Arunachal Pradesh
654,10,100,Uttar Pradesh
655,48,40,Andhra Pradesh
655,33,30,Kerala
656,35,70,Rajasthan
656,50,60,Mizoram
656,9,10,Assam
656,26,70,Karnataka
657,44,50,Uttar Pradesh
657,26,90,Punjab
657,25,30,Odisha
657,14,100,Goa
657,50,60,Rajasthan
658,39,10,Punjab
659,28,0,Gujarat
660,10,100,Uttar Pradesh
661,18,30,Andhra Pradesh
661,16,60,Karnataka
661,47,50,Maharashtra
662,34,0,Gujarat
662,23,30,Uttar Pradesh
662,24,10,Arunachal Pradesh
662,38,80,Karnataka
662,44,90,Tamil Nadu
663,14,30,Kerala
663,27,90,Arunachal Pradesh
663,29,60,Chhattisgarh
663,29,100,Karnataka
663,9,0,Goa
664,49,100,Haryana
664,10,100,Telangana
664,29,30,Punjab
665,16,10,Telangana
665,33,0,Uttar Pradesh
665,39,70,Goa
665,37,10,Assam
666,6,50,Haryana
666,43,80,Himachal Pradesh
666,24,90,Rajasthan
667,6,90,Haryana
668,43,80,Uttarakhand
669,24,40,Uttarakhand
669,37,60,Goa
669,10,90,Maharashtra
670,28,20,Nagaland
670,1,30,Nagaland
671,13,0,Tamil Nadu
672,34,70,Bihar
672,48,40,Pradesh
673,5,80,Goa
673,31,40,Rajasthan
673,38,10,Maharashtra
674,9,0,Telangana
674,23,80,Rajasthan
674,14,30,Karnataka
675,37,40,Tripura
675,9,30,Goa
675,38,100,Punjab
675,5,90,Mizoram
675,31,100,West Bengal.
676,41,80,Gujarat
676,48,80,Gujarat
677,34,40,Rajasthan
677,32,70,Manipur
677,11,0,Madhya Pradesh
678,34,30,Madhya Pradesh
678,43,90,Goa
679,20,0,Odisha
679,22,60,Gujarat
679,14,10,Pradesh
679,45,20,Pradesh
680,37,100,Manipur
680,38,70,Uttarakhand
680,31,60,Jharkhand
680,25,70,Chhattisgarh
681,36,70,Jharkhand
682,49,90,Rajasthan
683,32,70,Punjab
683,12,60,Tripura
684,44,10,Assam
684,18,40,Uttarakhand
684,30,10,Rajasthan
684,9,40,Madhya Pradesh
684,23,30,Chhattisgarh
685,19,70,Odisha
686,35,70,Arunachal Pradesh
686,13,60,Sikkim
686,16,90,Madhya Pradesh
686,44,30,Pradesh
686,29,0,Rajasthan
687,2,40,Arunachal Pradesh
687,43,20,Haryana
688,14,10,Uttar Pradesh
689,36,90,Sikkim
689,42,10,Telangana
689,28,70,Sikkim
690,4,20,Tamil Nadu
690,34,20,Uttarakhand
690,8,40,Telangana
691,31,20,Nagaland
691,9,60,Bihar
692,26,90,Arunachal Pradesh
692,13,20,Arunachal Pradesh
692,33,10,Uttarakhand
693,29,90,Sikkim
693,36,60,Assam
693,20,90,Himachal Pradesh
693,31,80,Tamil Nadu
693,19,70,Gujarat
694,35,90,Manipur
694,13,70,Telangana
695,29,100,Nagaland
695,50,70,Pradesh
695,12,10,Maharashtra
696,45,40,Tamil Nadu
697,36,30,Arunachal Pradesh
697,42,0,Chhattisgarh
697,40,80,Karnataka
697,12,0,Gujarat
697,10,80,Maharashtra
698,45,70,Gujarat
699,47,70,Maharashtra
700,3,20,Meghalaya
701,35,90,Tamil Nadu
701,20,50,Maharashtra
701,47,80,Chhattisgarh
701,50,70,Tripura
701,48,40,Rajasthan
702,19,70,Sikkim
702,34,20,Uttar Pradesh
702,27,10,Kerala
702,22,70,Telangana
703,42,90,Bihar
703,47,20,Maharashtra
703,23,80,Jharkhand
703,35,10,Andhra Pradesh
703,5,40,Sikkim
704,40,90,Telangana
704,6,50,Sikkim
704,23,10,Goa
704,6,40,Pradesh
704,19,80,Uttar Pradesh
705,47,90,Jharkhand
705,35,90,Maharashtra
705,43,40,West Bengal.
705,35,30,Kerala
705,20,90,Chhattisgarh
706,46,70,Sikkim
706,48,80,Mizoram
706,34,100,Andhra Pradesh
706,31,50,Himachal Pradesh
706,38,90,Tripura
707,19,100,Haryana
707,31,70,West Bengal.
707,6,100,Bihar
708,19,10,Telangana
708,50,80,Mizoram
708,32,0,Arunachal Pradesh
708,24,100,Kerala
709,5,20,Karnataka
709,8,90,Karnataka
709,43,30,West Bengal.
710,19,60,Tripura
711,8,40,Sikkim
711,20,30,Madhya Pradesh
711,16,70,West Bengal.
712,45,40,Assam
712,15,0,Punjab
712,23,40,Tripura
713,3,70,Manipur
713,28,10,Maharashtra
713,50,50,Uttarakhand
713,29,20,Maharashtra
713,45,20,Gujarat
714,37,100,Goa
714,21,90,Gujarat
714,40,100,Meghalaya
714,39,50,West Bengal.
714,34,40,West Bengal.
715,30,90,West Bengal.
715,13,10,Madhya Pradesh
715,11,90,Punjab
715,11,10,Gujarat
715,37,80,Bihar
716,8,50,Uttar Pradesh
717,19,10,West Bengal.
717,26,0,Odisha
718,20,70,Kerala
718,46,90,Maharashtra
718,31,30,Haryana
718,29,30,Jharkhand
718,47,70,Himachal Pradesh
719,19,10,Chhattisgarh
719,37,30,Uttarakhand
719,42,20,Tripura
719,47,50,Jharkhand
719,20,30,Pradesh
720,45,20,Uttarakhand
720,19,40,Manipur
720,4,40,Andhra Pradesh
721,13,70,Haryana
721,36,80,Goa
722,28,30,Rajasthan
722,43,10,Rajasthan
722,8,70,Arunachal Pradesh
722,14,60,Telangana
723,16,100,Gujarat
723,32,10,Madhya Pradesh
723,11,90,Mizoram
723,26,100,Gujarat
723,23,40,Chhattisgarh
724,29,40,Meghalaya
724,43,40,Uttarakhand
724,32,100,Chhattisgarh
725,41,40,Kerala
725,4,60,Mizoram
